work_year,experience_level,salary_in_usd,remote_ratio,company_size,job_category,company_continent,employee_continent
2022,3-SE,"[100 000, 150 000[",0,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[250 000, 300 000[",0,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[0,50 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[0,50 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[250 000, 300 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,L,ML ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,ML ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,1-EN,"[100 000, 150 000[",50,L,ML ENGINEERING,Americas,Americas
2022,2-MI,"[150 000, 200 000[",0,M,ML ENGINEERING,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,DATA SCIENCE,Americas,Americas
2022,2-MI,"[200 000, 250 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,ML ENGINEERING,Americas,Americas
2022,1-EN,"[150 000, 200 000[",100,L,DATA ANALYSIS,Americas,Americas
2021,3-SE,"[250 000, 300 000[",50,L,DATA ARCHITECTURE,Americas,Americas
2022,4-EX,"[250 000, 300 000[",0,M,DATA SCIENCE,Americas,Americas
2022,4-EX,"[150 000, 200 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,1-EN,"[50 000, 100 000[",100,S,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[200 000, 250 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[250 000, 300 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[250 000, 300 000[",0,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[250 000, 300 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,1-EN,"[100 000, 150 000[",50,L,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,1-EN,"[100 000, 150 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,1-EN,"[50 000, 100 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[200 000, 250 000[",100,M,DATA SCIENCE,Americas,Americas
2022,1-EN,"[150 000, 200 000[",100,L,ML ENGINEERING,Americas,Americas
2022,2-MI,"[150 000, 200 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,L,ML ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,1-EN,"[50 000, 100 000[",0,L,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,>300 000,100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[250 000, 300 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[150 000, 200 000[",100,L,ML ENGINEERING,Americas,Americas
2022,2-MI,"[100 000, 150 000[",100,L,ML ENGINEERING,Americas,Americas
2022,2-MI,"[200 000, 250 000[",100,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,S,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,S,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,4-EX,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,4-EX,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA SCIENCE,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,4-EX,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,4-EX,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[150 000, 200 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,4-EX,"[200 000, 250 000[",100,M,DATA SCIENCE,Americas,Americas
2022,4-EX,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,4-EX,"[150 000, 200 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,4-EX,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,L,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,L,DATA SCIENCE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",0,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,ML ENGINEERING,Americas,Americas
2022,3-SE,"[250 000, 300 000[",100,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[200 000, 250 000[",100,M,DATA ARCHITECTURE,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA SCIENCE,Americas,Americas
2022,2-MI,"[100 000, 150 000[",0,M,DATA SCIENCE,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,2-MI,"[200 000, 250 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,2-MI,"[50 000, 100 000[",0,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[100 000, 150 000[",100,M,DATA ENGINEERING,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[50 000, 100 000[",100,M,DATA ANALYSIS,Americas,Americas
2022,3-SE,"[150 000, 200 000[",100,M,DATA ARCHITECTURE,Americas,Americas
